,sentiment,text
2451,sad,sir entire day my family is looking for help as one of the member is covid positive but gtb and rajiv gandhi emergency and covid unit denied to admit please help as they are dying …
3312,sad,public what is the purpose of lockdown 5 0 govt mii chavu meeru chavandi maku anduku public shocks govt rocks
3344,anger,so i ask what the hell do airline emissions have to do with coronavirus also student debt and all the collective bargaining perks for unions what yes i am yelling
218,sad,these spring rains will kill people mentally cuz there will be flu and fever and people will think that it is the first stage of covid19
969,sad,islamophobic state will starve you to death coronavirus can wait shame on you is this how your govt in delhi is taking care of patients quarantined tablighi member dies of lack of food medicine in delhi maktoob
4676,fear,i've ben seeing a lot of posts about how ee should not worry about corona virus however we should try our best to prevent it from spreading until a vaccine is made
3149,joy,love while following distancing norms
3520,anger,said the asshat classifying coronavirus meetings fu dude
170,sad,inspite of having beds available bses hospital did'nt admit a 33 year old patient who was _negative & had breathing problems the patient died due to the negligence of the _management should b filled against the management & concerned doctor who denied them
2413,sad,trump rightly said modi is not in good mood because of his failures to combat covid 19 & migrants labours problems
967,joy,scientist minal dakhave bhosale gave us the first covid 19 testing kit in india that takes only 2 hours to deliver test results as compared to 6 7 hours that imported testing kits take …
4618,fear,i just cannot fathom that people can regress to raw savageness and self preservation rather than ‘look after one another' so quickly in lord of the flies it took a few days at least
4671,fear,“he has long stoked fears that foreigners entering the united states bring disease now he may double down on xenophobic suspicions ” said a feb 18 article in the atlantic 18 days after trump issued travel bans intended to obstruct the spread of the coronavirus the atlantic
3574,anger,"current peak of bulgarian humour is yelling out ""coronavirus"" when anybody sneezes"
4489,fear,stay safe during this corona virus crisis be prepared and do not panic and above all prepare to stay inside if u are sick we younger folk might not be in danger but all of us know someone that it might be lethal to
1075,joy,food for all an initiative at the time of coronavirus pandemic where we are safe at home with our family there are some people outside working towards our safety and comfort 200 meal boxes to people on streets of byculla pic twitter com/xdyzdc8inf
3162,joy,we hosted our first nano event we played the host the guests and the organizers our team at safina banquets is working hard to ensure we are ready to host your next event safely and in style /uh6amgw5qx – at the hub bengaluru
3415,anger,the oddest thing ppl are buying bullets and guns for the coronavirus
4219,fear,covid 19 health information symptoms fever cough shortness of breath complications pneumonia acute respiratory distress syndrome (ards) kidney failure risk factors age serious underlying medical conditions (e g heart disease diabetes lung disease etc)
1665,joy,"it is the weather of 'kerbala' due to since 10 days white collared confined at home w/o ration money landlord bullying & electricity bills labours on streets with hammers shovels karbala was over in 10 days but ""the pain does not go away"""
3586,anger,prince william the same prince who mocked coronavirus ten days ago
4309,fear,oh jeez i realized i posted things about the coronavirus and i might get followed
618,joy,"""prana vayu"" proud moment coronavirus iit roorkee develops low cost ventilator education hindustan times"
4242,fear,wash hands reminder tracker avoid coronavirus covid 19 according to health organizations via
836,joy,iqbal qureshi a liver specialist became the first person in madhya pradesh to donate blood plasma for covid 19 patients let us hail his life saving contribution clapping_hands_light_skin_tone clapping_hands_light_skin_tone clapping_hands_light_skin_tone nation India is proud of you
